year,gender,ethnicity,name,count
2011,FEMALE,HISPANIC,MARILYN,10
2011,FEMALE,HISPANIC,MARISOL,10
2011,FEMALE,HISPANIC,MAYA,49
2011,FEMALE,HISPANIC,MEGAN,11
2011,FEMALE,HISPANIC,MELANIE,109
2011,FEMALE,HISPANIC,MELANY,14
2011,FEMALE,HISPANIC,MELISSA,50
2011,FEMALE,HISPANIC,MELODY,23
2011,FEMALE,HISPANIC,MIA,229
2011,FEMALE,HISPANIC,MIAH,17
2011,FEMALE,HISPANIC,MICHELLE,51
2011,FEMALE,HISPANIC,MIKAELA,14
2011,FEMALE,HISPANIC,MIKAYLA,26
2011,FEMALE,HISPANIC,MILA,19
2011,FEMALE,HISPANIC,MILEY,17
2011,FEMALE,HISPANIC,MIRANDA,11
2011,FEMALE,HISPANIC,MIRIAM,11
2011,FEMALE,HISPANIC,MYA,29
2011,FEMALE,HISPANIC,NADIA,14
2011,FEMALE,HISPANIC,NANCY,10
2011,FEMALE,HISPANIC,NAOMI,22
2011,FEMALE,HISPANIC,NATALIA,50
2011,FEMALE,HISPANIC,NATALIE,46
2011,FEMALE,HISPANIC,NATALY,13
2011,FEMALE,HISPANIC,NATASHA,11
2011,FEMALE,HISPANIC,NATHALIA,10
2011,FEMALE,HISPANIC,NATHALIE,26
2011,FEMALE,HISPANIC,NATHALY,20
2011,FEMALE,HISPANIC,NAYELI,17
2011,FEMALE,HISPANIC,NEVAEH,32
2011,FEMALE,HISPANIC,NICOLE,71
2011,FEMALE,HISPANIC,NINA,11
2011,FEMALE,HISPANIC,NOEMI,11
2011,FEMALE,HISPANIC,NYLA,16
2011,FEMALE,HISPANIC,OLIVIA,86
2011,FEMALE,HISPANIC,PAOLA,10
2011,FEMALE,HISPANIC,PENELOPE,14
2011,FEMALE,HISPANIC,PERLA,12
2011,FEMALE,HISPANIC,RACHEL,25
2011,FEMALE,HISPANIC,RAQUEL,11
2011,FEMALE,HISPANIC,REBECCA,10
2011,FEMALE,HISPANIC,RIHANNA,21
2011,FEMALE,HISPANIC,RILEY,12
2011,FEMALE,HISPANIC,ROSA,10
2011,FEMALE,HISPANIC,ROSE,11
2011,FEMALE,HISPANIC,ROSELYN,16
2011,FEMALE,HISPANIC,RUBY,20
2011,FEMALE,HISPANIC,SABRINA,25
2011,FEMALE,HISPANIC,SADIE,11
2011,FEMALE,HISPANIC,SAMANTHA,100
2011,FEMALE,HISPANIC,SAMARA,12
2011,FEMALE,HISPANIC,SARA,29
2011,FEMALE,HISPANIC,SARAH,53
2011,FEMALE,HISPANIC,SARAI,24
2011,FEMALE,HISPANIC,SARIAH,10
2011,FEMALE,HISPANIC,SASHA,10
2011,FEMALE,HISPANIC,SAVANNA,10
2011,FEMALE,HISPANIC,SAVANNAH,38
2011,FEMALE,HISPANIC,SCARLET,29
2011,FEMALE,HISPANIC,SCARLETT,65
2011,FEMALE,HISPANIC,SELENA,15
2011,FEMALE,HISPANIC,SERENITY,37
2011,FEMALE,HISPANIC,SHERLYN,13
2011,FEMALE,HISPANIC,SHIRLEY,15
2011,FEMALE,HISPANIC,SIENNA,17
2011,FEMALE,HISPANIC,SKYLA,21
2011,FEMALE,HISPANIC,SKYLAR,12
2011,FEMALE,HISPANIC,SOFIA,165
2011,FEMALE,HISPANIC,SOPHIA,223
2011,FEMALE,HISPANIC,SOPHIE,12
2011,FEMALE,HISPANIC,STACY,10
2011,FEMALE,HISPANIC,STELLA,11
2011,FEMALE,HISPANIC,STEPHANIE,50
2011,FEMALE,HISPANIC,STEPHANY,11
2011,FEMALE,HISPANIC,TATIANA,11
2011,FEMALE,HISPANIC,TAYLOR,13
2011,FEMALE,HISPANIC,TIANA,11
2011,FEMALE,HISPANIC,TIFFANY,24
2011,FEMALE,HISPANIC,VALENTINA,85
2011,FEMALE,HISPANIC,VALERIA,45
2011,FEMALE,HISPANIC,VALERIE,53
2011,FEMALE,HISPANIC,VANESSA,42
2011,FEMALE,HISPANIC,VERONICA,10
2011,FEMALE,HISPANIC,VICTORIA,114
2011,FEMALE,HISPANIC,VIOLET,14
2011,FEMALE,HISPANIC,VIVIANA,11
2011,FEMALE,HISPANIC,WENDY,12
2011,FEMALE,HISPANIC,XIMENA,18
2011,FEMALE,HISPANIC,YAMILET,11
2011,FEMALE,HISPANIC,YARETZI,22
2011,FEMALE,HISPANIC,ZOE,65
2011,FEMALE,HISPANIC,ZOEY,27
2011,FEMALE,WHITE NON HISPANIC,ABIGAIL,103
2011,FEMALE,WHITE NON HISPANIC,ADDISON,19
2011,FEMALE,WHITE NON HISPANIC,ADELE,22
2011,FEMALE,WHITE NON HISPANIC,ADELINE,12
2011,FEMALE,WHITE NON HISPANIC,ADINA,19
2011,FEMALE,WHITE NON HISPANIC,ADRIANA,29
2011,FEMALE,WHITE NON HISPANIC,ADRIANNA,18
2011,FEMALE,WHITE NON HISPANIC,AHUVA,16
2011,FEMALE,WHITE NON HISPANIC,ALESSANDRA,20
2011,FEMALE,WHITE NON HISPANIC,ALESSIA,14
2011,FEMALE,WHITE NON HISPANIC,ALEXA,54
2011,FEMALE,WHITE NON HISPANIC,ALEXANDRA,109
2011,FEMALE,WHITE NON HISPANIC,ALEXIS,27
2011,FEMALE,WHITE NON HISPANIC,ALICE,50
2011,FEMALE,WHITE NON HISPANIC,ALICIA,11
2011,FEMALE,WHITE NON HISPANIC,ALINA,11
2011,FEMALE,WHITE NON HISPANIC,ALISA,14
2011,FEMALE,WHITE NON HISPANIC,ALIZA,22
2011,FEMALE,WHITE NON HISPANIC,ALLISON,15
2011,FEMALE,WHITE NON HISPANIC,ALYSSA,28
2011,FEMALE,WHITE NON HISPANIC,AMANDA,15
2011,FEMALE,WHITE NON HISPANIC,AMELIA,62
2011,FEMALE,WHITE NON HISPANIC,AMELIE,15
2011,FEMALE,WHITE NON HISPANIC,AMINA,17
2011,FEMALE,WHITE NON HISPANIC,AMIRA,11
2011,FEMALE,WHITE NON HISPANIC,AMY,11
2011,FEMALE,WHITE NON HISPANIC,ANASTASIA,19
2011,FEMALE,WHITE NON HISPANIC,ANGELICA,10
2011,FEMALE,WHITE NON HISPANIC,ANGELINA,50
2011,FEMALE,WHITE NON HISPANIC,ANNA,85
2011,FEMALE,WHITE NON HISPANIC,ANNABEL,14
2011,FEMALE,WHITE NON HISPANIC,ANNABELLE,27
2011,FEMALE,WHITE NON HISPANIC,ARIANA,27
2011,FEMALE,WHITE NON HISPANIC,ARIANNA,28
2011,FEMALE,WHITE NON HISPANIC,ARIEL,14
2011,FEMALE,WHITE NON HISPANIC,ARIELA,10
2011,FEMALE,WHITE NON HISPANIC,ARIELLA,26
2011,FEMALE,WHITE NON HISPANIC,ASHLEY,20
2011,FEMALE,WHITE NON HISPANIC,ATARA,10
2011,FEMALE,WHITE NON HISPANIC,AUBREY,10
2011,FEMALE,WHITE NON HISPANIC,AUDREY,26
2011,FEMALE,WHITE NON HISPANIC,AUTUMN,10
2011,FEMALE,WHITE NON HISPANIC,AVA,162
2011,FEMALE,WHITE NON HISPANIC,AVERY,52
2011,FEMALE,WHITE NON HISPANIC,AVIGAIL,11
2011,FEMALE,WHITE NON HISPANIC,AVIVA,18
2011,FEMALE,WHITE NON HISPANIC,AYLA,10
2011,FEMALE,WHITE NON HISPANIC,BAILA,40
2011,FEMALE,WHITE NON HISPANIC,BARBARA,12
2011,FEMALE,WHITE NON HISPANIC,BATSHEVA,20
2011,FEMALE,WHITE NON HISPANIC,BATYA,15
2011,FEMALE,WHITE NON HISPANIC,BEATRICE,33
2011,FEMALE,WHITE NON HISPANIC,BELLA,22
2011,FEMALE,WHITE NON HISPANIC,BIANCA,10
2011,FEMALE,WHITE NON HISPANIC,BLAKE,14
2011,FEMALE,WHITE NON HISPANIC,BLIMA,20
2011,FEMALE,WHITE NON HISPANIC,BLIMY,23
2011,FEMALE,WHITE NON HISPANIC,BRACHA,24
2011,FEMALE,WHITE NON HISPANIC,BREINDY,15
2011,FEMALE,WHITE NON HISPANIC,BRIANNA,32
2011,FEMALE,WHITE NON HISPANIC,BRIDGET,14
2011,FEMALE,WHITE NON HISPANIC,BROOKE,33
2011,FEMALE,WHITE NON HISPANIC,BROOKLYN,15
2011,FEMALE,WHITE NON HISPANIC,BRUCHA,19
2011,FEMALE,WHITE NON HISPANIC,BRUCHY,13
2011,FEMALE,WHITE NON HISPANIC,BRYNN,14
2011,FEMALE,WHITE NON HISPANIC,CAITLIN,11
2011,FEMALE,WHITE NON HISPANIC,CAMERON,11
2011,FEMALE,WHITE NON HISPANIC,CAROLINE,52
2011,FEMALE,WHITE NON HISPANIC,CASEY,12
2011,FEMALE,WHITE NON HISPANIC,CATHERINE,33
2011,FEMALE,WHITE NON HISPANIC,CECILIA,16
2011,FEMALE,WHITE NON HISPANIC,CELIA,10
2011,FEMALE,WHITE NON HISPANIC,CHANA,132
2011,FEMALE,WHITE NON HISPANIC,CHANY,38
2011,FEMALE,WHITE NON HISPANIC,CHARLIE,14
2011,FEMALE,WHITE NON HISPANIC,CHARLOTTE,127
2011,FEMALE,WHITE NON HISPANIC,CHAVA,46
2011,FEMALE,WHITE NON HISPANIC,CHAVY,10
2011,FEMALE,WHITE NON HISPANIC,CHAYA,178
2011,FEMALE,WHITE NON HISPANIC,CHLOE,95
2011,FEMALE,WHITE NON HISPANIC,CHRISTINA,14
2011,FEMALE,WHITE NON HISPANIC,CLAIRE,35
2011,FEMALE,WHITE NON HISPANIC,CLARA,28
2011,FEMALE,WHITE NON HISPANIC,COLETTE,14
2011,FEMALE,WHITE NON HISPANIC,CORA,10
2011,FEMALE,WHITE NON HISPANIC,DAHLIA,15
2011,FEMALE,WHITE NON HISPANIC,DAISY,13
2011,FEMALE,WHITE NON HISPANIC,DALIA,10
2011,FEMALE,WHITE NON HISPANIC,DANIELA,13
2011,FEMALE,WHITE NON HISPANIC,DANIELLA,41
2011,FEMALE,WHITE NON HISPANIC,DANIELLE,15
2011,FEMALE,WHITE NON HISPANIC,DEVORA,17
2011,FEMALE,WHITE NON HISPANIC,DEVORAH,44
2011,FEMALE,WHITE NON HISPANIC,DIANA,13
2011,FEMALE,WHITE NON HISPANIC,DINA,41
2011,FEMALE,WHITE NON HISPANIC,DYLAN,20
2011,FEMALE,WHITE NON HISPANIC,EDEN,24
2011,FEMALE,WHITE NON HISPANIC,ELEANOR,39
2011,FEMALE,WHITE NON HISPANIC,ELENA,19
2011,FEMALE,WHITE NON HISPANIC,ELIANA,36
2011,FEMALE,WHITE NON HISPANIC,ELISE,13
2011,FEMALE,WHITE NON HISPANIC,ELISHEVA,14
2011,FEMALE,WHITE NON HISPANIC,ELIZA,25
2011,FEMALE,WHITE NON HISPANIC,ELIZABETH,100
2011,FEMALE,WHITE NON HISPANIC,ELLA,127
2011,FEMALE,WHITE NON HISPANIC,ELLE,17
2011,FEMALE,WHITE NON HISPANIC,ELLIANA,11
2011,FEMALE,WHITE NON HISPANIC,ELLIE,26
2011,FEMALE,WHITE NON HISPANIC,ELOISE,24
2011,FEMALE,WHITE NON HISPANIC,EMERSON,16
2011,FEMALE,WHITE NON HISPANIC,EMILIA,33
2011,FEMALE,WHITE NON HISPANIC,EMILY,119
2011,FEMALE,WHITE NON HISPANIC,EMMA,213
2011,FEMALE,WHITE NON HISPANIC,ERIN,15
2011,FEMALE,WHITE NON HISPANIC,ESTER,14
2011,FEMALE,WHITE NON HISPANIC,ESTHER,224
2011,FEMALE,WHITE NON HISPANIC,ESTY,18
2011,FEMALE,WHITE NON HISPANIC,ETTY,15
2011,FEMALE,WHITE NON HISPANIC,EVA,64
2011,FEMALE,WHITE NON HISPANIC,EVE,22
2011,FEMALE,WHITE NON HISPANIC,EVELYN,39
2011,FEMALE,WHITE NON HISPANIC,FAIGA,16
2011,FEMALE,WHITE NON HISPANIC,FAIGY,72
2011,FEMALE,WHITE NON HISPANIC,FINLEY,11
2011,FEMALE,WHITE NON HISPANIC,FIONA,30
2011,FEMALE,WHITE NON HISPANIC,FRADEL,16
2011,FEMALE,WHITE NON HISPANIC,FRAIDY,26
2011,FEMALE,WHITE NON HISPANIC,FRANCESCA,33
2011,FEMALE,WHITE NON HISPANIC,FRIMET,10
2011,FEMALE,WHITE NON HISPANIC,GABRIELA,19
2011,FEMALE,WHITE NON HISPANIC,GABRIELLA,102
2011,FEMALE,WHITE NON HISPANIC,GABRIELLE,15
2011,FEMALE,WHITE NON HISPANIC,GEMMA,15
2011,FEMALE,WHITE NON HISPANIC,GENEVIEVE,12
2011,FEMALE,WHITE NON HISPANIC,GEORGIA,26
2011,FEMALE,WHITE NON HISPANIC,GIA,26
2011,FEMALE,WHITE NON HISPANIC,GIANNA,68
2011,FEMALE,WHITE NON HISPANIC,GIOVANNA,10
2011,FEMALE,WHITE NON HISPANIC,GITTEL,23
2011,FEMALE,WHITE NON HISPANIC,GITTY,82
2011,FEMALE,WHITE NON HISPANIC,GIULIANA,41
2011,FEMALE,WHITE NON HISPANIC,GOLDA,14
2011,FEMALE,WHITE NON HISPANIC,GOLDY,33
2011,FEMALE,WHITE NON HISPANIC,GRACE,93
2011,FEMALE,WHITE NON HISPANIC,GRETA,12
2011,FEMALE,WHITE NON HISPANIC,HADASSA,11
2011,FEMALE,WHITE NON HISPANIC,HADASSAH,15
2011,FEMALE,WHITE NON HISPANIC,HAILEY,34
2011,FEMALE,WHITE NON HISPANIC,HANNA,11
2011,FEMALE,WHITE NON HISPANIC,HANNAH,71
2011,FEMALE,WHITE NON HISPANIC,HARPER,30
2011,FEMALE,WHITE NON HISPANIC,HAZEL,18
2011,FEMALE,WHITE NON HISPANIC,HENNY,18
2011,FEMALE,WHITE NON HISPANIC,HINDY,37
2011,FEMALE,WHITE NON HISPANIC,IDY,10
2011,FEMALE,WHITE NON HISPANIC,ILANA,10
2011,FEMALE,WHITE NON HISPANIC,ISABEL,34
2011,FEMALE,WHITE NON HISPANIC,ISABELLA,160
2011,FEMALE,WHITE NON HISPANIC,ISABELLE,25
2011,FEMALE,WHITE NON HISPANIC,ISLA,14
2011,FEMALE,WHITE NON HISPANIC,IVY,15
2011,FEMALE,WHITE NON HISPANIC,IZABELLA,10
2011,FEMALE,WHITE NON HISPANIC,JACQUELINE,20
2011,FEMALE,WHITE NON HISPANIC,JANE,27
2011,FEMALE,WHITE NON HISPANIC,JASMINE,14
2011,FEMALE,WHITE NON HISPANIC,JENNA,22
2011,FEMALE,WHITE NON HISPANIC,JESSICA,22
2011,FEMALE,WHITE NON HISPANIC,JORDYN,11
2011,FEMALE,WHITE NON HISPANIC,JOSEPHINE,33
2011,FEMALE,WHITE NON HISPANIC,JOYCE,14
2011,FEMALE,WHITE NON HISPANIC,JULIA,116
2011,FEMALE,WHITE NON HISPANIC,JULIANA,38
2011,FEMALE,WHITE NON HISPANIC,JULIANNA,28
2011,FEMALE,WHITE NON HISPANIC,JULIE,10
2011,FEMALE,WHITE NON HISPANIC,JULIET,36
2011,FEMALE,WHITE NON HISPANIC,JULIETTE,23
2011,FEMALE,WHITE NON HISPANIC,KAITLYN,17
2011,FEMALE,HISPANIC,ARELY,12
2011,FEMALE,WHITE NON HISPANIC,KATE,17
2011,FEMALE,WHITE NON HISPANIC,KATHERINE,44
2011,FEMALE,WHITE NON HISPANIC,KATHRYN,12
2011,FEMALE,WHITE NON HISPANIC,KAYLA,45
2011,FEMALE,WHITE NON HISPANIC,KAYLEE,11
2011,FEMALE,WHITE NON HISPANIC,KIRA,11
2011,FEMALE,WHITE NON HISPANIC,KYLIE,13
2011,FEMALE,WHITE NON HISPANIC,LAILA,23
2011,FEMALE,WHITE NON HISPANIC,LARA,13
2011,FEMALE,WHITE NON HISPANIC,LAURA,18
2011,FEMALE,WHITE NON HISPANIC,LAUREN,26
2011,FEMALE,WHITE NON HISPANIC,LAYLA,29
2011,FEMALE,WHITE NON HISPANIC,LEA,29
2011,FEMALE,WHITE NON HISPANIC,LEAH,183
2011,FEMALE,WHITE NON HISPANIC,LEILA,10
2011,FEMALE,WHITE NON HISPANIC,LENA,29
2011,FEMALE,WHITE NON HISPANIC,LEORA,12
2011,FEMALE,WHITE NON HISPANIC,LIA,23
2011,FEMALE,WHITE NON HISPANIC,LIANA,17
2011,FEMALE,WHITE NON HISPANIC,LIBA,20
2011,FEMALE,WHITE NON HISPANIC,LIBBY,23
2011,FEMALE,WHITE NON HISPANIC,LILA,34
2011,FEMALE,WHITE NON HISPANIC,LILAH,12
2011,FEMALE,WHITE NON HISPANIC,LILIANA,29
2011,FEMALE,WHITE NON HISPANIC,LILLIAN,47
2011,FEMALE,WHITE NON HISPANIC,LILLY,13
2011,FEMALE,WHITE NON HISPANIC,LILY,81
2011,FEMALE,WHITE NON HISPANIC,LINA,13
2011,FEMALE,WHITE NON HISPANIC,LOLA,22
2011,FEMALE,WHITE NON HISPANIC,LONDON,10
2011,FEMALE,WHITE NON HISPANIC,LUCY,47
2011,FEMALE,WHITE NON HISPANIC,LYLA,21
2011,FEMALE,WHITE NON HISPANIC,MACKENZIE,18
2011,FEMALE,WHITE NON HISPANIC,MADELEINE,24
2011,FEMALE,WHITE NON HISPANIC,MADELINE,39
2011,FEMALE,WHITE NON HISPANIC,MADELYN,15
2011,FEMALE,WHITE NON HISPANIC,MADISON,57
2011,FEMALE,WHITE NON HISPANIC,MAEVE,21
2011,FEMALE,WHITE NON HISPANIC,MAKAYLA,12
2011,FEMALE,WHITE NON HISPANIC,MALAK,15
2011,FEMALE,WHITE NON HISPANIC,MALKA,63
2011,FEMALE,WHITE NON HISPANIC,MALKY,59
2011,FEMALE,WHITE NON HISPANIC,MARGARET,25
2011,FEMALE,WHITE NON HISPANIC,MARIA,39
2011,FEMALE,WHITE NON HISPANIC,MARIAM,17
2011,FEMALE,WHITE NON HISPANIC,MARY,16
2011,FEMALE,WHITE NON HISPANIC,MATILDA,14
2011,FEMALE,WHITE NON HISPANIC,MAYA,94
2011,FEMALE,WHITE NON HISPANIC,MELANIE,12
2011,FEMALE,WHITE NON HISPANIC,MIA,116
2011,FEMALE,WHITE NON HISPANIC,MICHAELA,15
2011,FEMALE,WHITE NON HISPANIC,MICHAL,16
2011,FEMALE,WHITE NON HISPANIC,MICHELLE,35
2011,FEMALE,WHITE NON HISPANIC,MIKAYLA,12
2011,FEMALE,WHITE NON HISPANIC,MILA,31
2011,FEMALE,WHITE NON HISPANIC,MILENA,13
2011,FEMALE,WHITE NON HISPANIC,MINDY,24
2011,FEMALE,WHITE NON HISPANIC,MIRI,10
2011,FEMALE,WHITE NON HISPANIC,MIRIAM,131
2011,FEMALE,WHITE NON HISPANIC,MOLLY,36
2011,FEMALE,WHITE NON HISPANIC,MORGAN,20
2011,FEMALE,WHITE NON HISPANIC,NAOMI,46
2011,FEMALE,WHITE NON HISPANIC,NATALIA,20
2011,FEMALE,WHITE NON HISPANIC,NATALIE,40
2011,FEMALE,WHITE NON HISPANIC,NECHAMA,25
2011,FEMALE,WHITE NON HISPANIC,NICOLE,45
2011,FEMALE,WHITE NON HISPANIC,NICOLETTE,10
2011,FEMALE,WHITE NON HISPANIC,NINA,39
2011,FEMALE,WHITE NON HISPANIC,NOA,34
2011,FEMALE,WHITE NON HISPANIC,NORA,23
2011,FEMALE,WHITE NON HISPANIC,OLIVIA,213
2011,FEMALE,WHITE NON HISPANIC,PAIGE,13
2011,FEMALE,WHITE NON HISPANIC,PARKER,13
2011,FEMALE,WHITE NON HISPANIC,PEARL,23
2011,FEMALE,WHITE NON HISPANIC,PENELOPE,38
2011,FEMALE,WHITE NON HISPANIC,PEREL,15
2011,FEMALE,WHITE NON HISPANIC,PESSY,26
2011,FEMALE,WHITE NON HISPANIC,PHOEBE,23
2011,FEMALE,WHITE NON HISPANIC,PIPER,11
2011,FEMALE,WHITE NON HISPANIC,QUINN,10
2011,FEMALE,WHITE NON HISPANIC,RACHEL,171
2011,FEMALE,WHITE NON HISPANIC,RAIZEL,20
2011,FEMALE,WHITE NON HISPANIC,RAIZY,51
2011,FEMALE,WHITE NON HISPANIC,REBECCA,54
2011,FEMALE,WHITE NON HISPANIC,REESE,13
2011,FEMALE,WHITE NON HISPANIC,RIFKA,12
2011,FEMALE,WHITE NON HISPANIC,RIFKY,13
2011,FEMALE,WHITE NON HISPANIC,RILEY,28
2011,FEMALE,WHITE NON HISPANIC,RIVKA,113
2011,FEMALE,WHITE NON HISPANIC,RIVKY,43
2011,FEMALE,WHITE NON HISPANIC,ROCHEL,22
2011,FEMALE,WHITE NON HISPANIC,ROIZY,13
2011,FEMALE,WHITE NON HISPANIC,ROSE,35
2011,FEMALE,WHITE NON HISPANIC,RUBY,28
2011,FEMALE,WHITE NON HISPANIC,RUCHY,12
2011,FEMALE,WHITE NON HISPANIC,RUTH,11
2011,FEMALE,WHITE NON HISPANIC,RYAN,14
2011,FEMALE,WHITE NON HISPANIC,SABRINA,34
2011,FEMALE,WHITE NON HISPANIC,SADIE,32
2011,FEMALE,WHITE NON HISPANIC,SALMA,17
2011,FEMALE,WHITE NON HISPANIC,SAMANTHA,74
2011,FEMALE,WHITE NON HISPANIC,SARA,107
2011,FEMALE,WHITE NON HISPANIC,SARAH,177
2011,FEMALE,WHITE NON HISPANIC,SASHA,16
2011,FEMALE,WHITE NON HISPANIC,SAVANNAH,16
2011,FEMALE,WHITE NON HISPANIC,SCARLETT,31
2011,FEMALE,WHITE NON HISPANIC,SERENA,16
2011,FEMALE,WHITE NON HISPANIC,SHAINA,16
2011,FEMALE,WHITE NON HISPANIC,SHAINDEL,15
2011,FEMALE,WHITE NON HISPANIC,SHAINDY,48
2011,FEMALE,WHITE NON HISPANIC,SHEVY,10
2011,FEMALE,WHITE NON HISPANIC,SHIFRA,20
2011,FEMALE,WHITE NON HISPANIC,SHIRA,22
2011,FEMALE,WHITE NON HISPANIC,SHOSHANA,22
2011,FEMALE,WHITE NON HISPANIC,SIENA,16
2011,FEMALE,WHITE NON HISPANIC,SIENNA,38
2011,FEMALE,WHITE NON HISPANIC,SIMA,19
2011,FEMALE,WHITE NON HISPANIC,SIMI,10
2011,FEMALE,WHITE NON HISPANIC,SIMONE,15
2011,FEMALE,WHITE NON HISPANIC,SKYLAR,17
2011,FEMALE,WHITE NON HISPANIC,SLOANE,17
2011,FEMALE,WHITE NON HISPANIC,SOFIA,122
