year,gender,ethnicity,name,count
2012,FEMALE,ASIAN AND PACI,SHERRY,13
2012,FEMALE,ASIAN AND PACI,SHIRLEY,20
2012,FEMALE,ASIAN AND PACI,SOFIA,24
2012,FEMALE,ASIAN AND PACI,SOPHIA,144
2012,FEMALE,ASIAN AND PACI,SOPHIE,40
2012,FEMALE,ASIAN AND PACI,STELLA,33
2012,FEMALE,ASIAN AND PACI,STEPHANIE,19
2012,FEMALE,ASIAN AND PACI,SUMMER,10
2012,FEMALE,ASIAN AND PACI,SYDNEY,13
2012,FEMALE,ASIAN AND PACI,SYEDA,10
2012,FEMALE,ASIAN AND PACI,TASNIM,10
2012,FEMALE,ASIAN AND PACI,TENZIN,31
2012,FEMALE,ASIAN AND PACI,TIFFANY,42
2012,FEMALE,ASIAN AND PACI,TINA,15
2012,FEMALE,ASIAN AND PACI,VANESSA,15
2012,FEMALE,ASIAN AND PACI,VICKY,25
2012,FEMALE,ASIAN AND PACI,VICTORIA,25
2012,FEMALE,ASIAN AND PACI,VIOLET,10
2012,FEMALE,ASIAN AND PACI,VIVIAN,40
2012,FEMALE,ASIAN AND PACI,WINNIE,29
2012,FEMALE,ASIAN AND PACI,XIN,17
2012,FEMALE,ASIAN AND PACI,ZAHRA,14
2012,FEMALE,ASIAN AND PACI,ZAINAB,18
2012,FEMALE,ASIAN AND PACI,ZARA,17
2012,FEMALE,ASIAN AND PACI,ZOE,32
2012,FEMALE,ASIAN AND PACI,ZOEY,20
2012,FEMALE,BLACK NON HISP,AALIYAH,55
2012,FEMALE,BLACK NON HISP,ABIGAIL,66
2012,FEMALE,BLACK NON HISP,ADRIANNA,11
2012,FEMALE,BLACK NON HISP,AICHA,14
2012,FEMALE,BLACK NON HISP,AISHA,19
2012,FEMALE,BLACK NON HISP,AISSATOU,13
2012,FEMALE,BLACK NON HISP,ALANA,25
2012,FEMALE,BLACK NON HISP,ALANI,13
2012,FEMALE,BLACK NON HISP,ALEXA,12
2012,FEMALE,BLACK NON HISP,ALEXIS,12
2012,FEMALE,BLACK NON HISP,ALICIA,15
2012,FEMALE,BLACK NON HISP,ALIYAH,20
2012,FEMALE,BLACK NON HISP,ALYSSA,30
2012,FEMALE,BLACK NON HISP,AMANDA,11
2012,FEMALE,BLACK NON HISP,AMAYA,37
2012,FEMALE,BLACK NON HISP,AMBER,10
2012,FEMALE,BLACK NON HISP,AMELIA,16
2012,FEMALE,BLACK NON HISP,AMINA,11
2012,FEMALE,BLACK NON HISP,AMINATA,20
2012,FEMALE,BLACK NON HISP,AMIRA,16
2012,FEMALE,BLACK NON HISP,AMIRAH,27
2012,FEMALE,BLACK NON HISP,AMIYAH,14
2012,FEMALE,BLACK NON HISP,ANGEL,14
2012,FEMALE,BLACK NON HISP,ANGELINA,13
2012,FEMALE,BLACK NON HISP,ANIYA,11
2012,FEMALE,BLACK NON HISP,ANIYAH,30
2012,FEMALE,BLACK NON HISP,ARIA,19
2012,FEMALE,BLACK NON HISP,ARIANA,19
2012,FEMALE,BLACK NON HISP,ARIANNA,38
2012,FEMALE,BLACK NON HISP,ARIEL,36
2012,FEMALE,BLACK NON HISP,ARIELLE,23
2012,FEMALE,BLACK NON HISP,ASHLEY,17
2012,FEMALE,BLACK NON HISP,AUBREE,14
2012,FEMALE,BLACK NON HISP,AUBREY,27
2012,FEMALE,BLACK NON HISP,AUTUMN,29
2012,FEMALE,BLACK NON HISP,AVA,48
2012,FEMALE,BLACK NON HISP,AWA,10
2012,FEMALE,BLACK NON HISP,AYANNA,13
2012,FEMALE,BLACK NON HISP,BELLA,14
2012,FEMALE,BLACK NON HISP,BINTOU,11
2012,FEMALE,BLACK NON HISP,BRIANNA,32
2012,FEMALE,BLACK NON HISP,BRIELLE,42
2012,FEMALE,BLACK NON HISP,CAMILLE,10
2012,FEMALE,BLACK NON HISP,CHELSEA,29
2012,FEMALE,BLACK NON HISP,CHEYENNE,10
2012,FEMALE,BLACK NON HISP,CHLOE,70
2012,FEMALE,BLACK NON HISP,CHRISTINA,14
2012,FEMALE,BLACK NON HISP,DANIELLE,10
2012,FEMALE,BLACK NON HISP,DEBORAH,10
2012,FEMALE,BLACK NON HISP,DESTINY,38
2012,FEMALE,BLACK NON HISP,ELISE,10
2012,FEMALE,BLACK NON HISP,ELIZABETH,31
2012,FEMALE,BLACK NON HISP,EMILY,35
2012,FEMALE,BLACK NON HISP,EMMA,27
2012,FEMALE,BLACK NON HISP,ERIN,11
2012,FEMALE,BLACK NON HISP,FAITH,42
2012,FEMALE,BLACK NON HISP,FANTA,16
2012,FEMALE,BLACK NON HISP,FATIMA,29
2012,FEMALE,BLACK NON HISP,FATOUMATA,46
2012,FEMALE,BLACK NON HISP,GABRIELLA,25
2012,FEMALE,BLACK NON HISP,GABRIELLE,42
2012,FEMALE,BLACK NON HISP,GENESIS,21
2012,FEMALE,BLACK NON HISP,GIANNA,17
2012,FEMALE,BLACK NON HISP,GRACE,20
2012,FEMALE,BLACK NON HISP,HAILEY,28
2012,FEMALE,BLACK NON HISP,HANNAH,22
2012,FEMALE,BLACK NON HISP,HARMONY,22
2012,FEMALE,BLACK NON HISP,HAWA,13
2012,FEMALE,BLACK NON HISP,HEAVEN,25
2012,FEMALE,BLACK NON HISP,IMANI,34
2012,FEMALE,BLACK NON HISP,ISABELLA,43
2012,FEMALE,BLACK NON HISP,JADA,28
2012,FEMALE,BLACK NON HISP,JADE,32
2012,FEMALE,BLACK NON HISP,JALIYAH,16
2012,FEMALE,BLACK NON HISP,JANELLE,17
2012,FEMALE,BLACK NON HISP,JANIYAH,15
2012,FEMALE,BLACK NON HISP,JASMINE,27
2012,FEMALE,BLACK NON HISP,JAYDA,12
2012,FEMALE,BLACK NON HISP,JAYLA,25
2012,FEMALE,BLACK NON HISP,JESSICA,11
2012,FEMALE,BLACK NON HISP,JORDAN,10
2012,FEMALE,BLACK NON HISP,JORDYN,19
2012,FEMALE,BLACK NON HISP,KAITLYN,14
2012,FEMALE,BLACK NON HISP,KALIYAH,10
2012,FEMALE,BLACK NON HISP,KAYLA,62
2012,FEMALE,BLACK NON HISP,KAYLEE,30
2012,FEMALE,BLACK NON HISP,KELSEY,16
2012,FEMALE,BLACK NON HISP,KENNEDY,25
2012,FEMALE,BLACK NON HISP,KHLOE,49
2012,FEMALE,BLACK NON HISP,KIARA,13
2012,FEMALE,BLACK NON HISP,KIMORA,23
2012,FEMALE,BLACK NON HISP,KYLA,15
2012,FEMALE,BLACK NON HISP,KYLEE,15
2012,FEMALE,BLACK NON HISP,KYLIE,31
2012,FEMALE,BLACK NON HISP,LAILA,38
2012,FEMALE,BLACK NON HISP,LAUREN,32
2012,FEMALE,BLACK NON HISP,LAYLA,20
2012,FEMALE,BLACK NON HISP,LEAH,35
2012,FEMALE,BLACK NON HISP,LEILANI,17
2012,FEMALE,BLACK NON HISP,LILY,12
2012,FEMALE,BLACK NON HISP,LONDON,87
2012,FEMALE,BLACK NON HISP,LONDYN,20
2012,FEMALE,BLACK NON HISP,LYRIC,16
2012,FEMALE,BLACK NON HISP,MACKENZIE,20
2012,FEMALE,BLACK NON HISP,MADISON,159
2012,FEMALE,BLACK NON HISP,MAKAYLA,53
2012,FEMALE,BLACK NON HISP,MAKENZIE,11
2012,FEMALE,BLACK NON HISP,MALIA,21
2012,FEMALE,BLACK NON HISP,MALIYAH,14
2012,FEMALE,BLACK NON HISP,MARIAH,22
2012,FEMALE,BLACK NON HISP,MARIAM,34
2012,FEMALE,BLACK NON HISP,MARIAMA,24
2012,FEMALE,BLACK NON HISP,MAYA,29
2012,FEMALE,BLACK NON HISP,MCKENZIE,22
2012,FEMALE,BLACK NON HISP,MEGAN,11
2012,FEMALE,BLACK NON HISP,MELANIE,23
2012,FEMALE,BLACK NON HISP,MELODY,14
2012,FEMALE,BLACK NON HISP,MIA,41
2012,FEMALE,BLACK NON HISP,MICHELLE,14
2012,FEMALE,BLACK NON HISP,MIKAYLA,17
2012,FEMALE,BLACK NON HISP,MILAN,23
2012,FEMALE,BLACK NON HISP,MIRACLE,18
2012,FEMALE,BLACK NON HISP,MORGAN,24
2012,FEMALE,BLACK NON HISP,MYA,21
2012,FEMALE,BLACK NON HISP,NAOMI,33
2012,FEMALE,BLACK NON HISP,NEVAEH,57
2012,FEMALE,BLACK NON HISP,NIA,32
2012,FEMALE,BLACK NON HISP,NYLA,47
2012,FEMALE,BLACK NON HISP,NYLAH,31
2012,FEMALE,BLACK NON HISP,OLIVIA,58
2012,FEMALE,BLACK NON HISP,OUMOU,13
2012,FEMALE,BLACK NON HISP,PAIGE,25
2012,FEMALE,BLACK NON HISP,PARIS,29
2012,FEMALE,BLACK NON HISP,PEYTON,36
2012,FEMALE,BLACK NON HISP,PHOENIX,11
2012,FEMALE,BLACK NON HISP,PRINCESS,11
2012,FEMALE,BLACK NON HISP,RILEY,23
2012,FEMALE,BLACK NON HISP,SAMANTHA,18
2012,FEMALE,BLACK NON HISP,SAMARA,15
2012,FEMALE,BLACK NON HISP,SAMIYAH,12
2012,FEMALE,BLACK NON HISP,SANAA,22
2012,FEMALE,BLACK NON HISP,SANAI,19
2012,FEMALE,BLACK NON HISP,SANIYAH,16
2012,FEMALE,BLACK NON HISP,SARAH,29
2012,FEMALE,BLACK NON HISP,SARAI,16
2012,FEMALE,BLACK NON HISP,SARIAH,15
2012,FEMALE,BLACK NON HISP,SASHA,13
2012,FEMALE,BLACK NON HISP,SAVANNAH,37
2012,FEMALE,BLACK NON HISP,SERENITY,59
2012,FEMALE,BLACK NON HISP,SHAYLA,10
2012,FEMALE,BLACK NON HISP,SKYE,13
2012,FEMALE,BLACK NON HISP,SKYLA,29
2012,FEMALE,BLACK NON HISP,SKYLAH,14
2012,FEMALE,BLACK NON HISP,SKYLAR,43
2012,FEMALE,BLACK NON HISP,SOPHIA,23
2012,FEMALE,BLACK NON HISP,STEPHANIE,10
2012,FEMALE,BLACK NON HISP,SUMMER,27
2012,FEMALE,BLACK NON HISP,SYDNEY,17
2012,FEMALE,BLACK NON HISP,TALIA,11
2012,FEMALE,BLACK NON HISP,TAMIA,20
2012,FEMALE,BLACK NON HISP,TAYLOR,71
2012,FEMALE,BLACK NON HISP,TIANA,17
2012,FEMALE,BLACK NON HISP,TORI,13
2012,FEMALE,BLACK NON HISP,TRINITY,19
2012,FEMALE,BLACK NON HISP,VANESSA,17
2012,FEMALE,BLACK NON HISP,VICTORIA,39
2012,FEMALE,BLACK NON HISP,VIOLET,11
2012,FEMALE,BLACK NON HISP,WYNTER,10
2012,FEMALE,BLACK NON HISP,ZOE,36
2012,FEMALE,BLACK NON HISP,ZOEY,22
2012,FEMALE,BLACK NON HISP,ZURI,10
2012,FEMALE,HISPANIC,AALIYAH,68
2012,FEMALE,HISPANIC,ABIGAIL,99
2012,FEMALE,HISPANIC,ADRIANA,59
2012,FEMALE,HISPANIC,ADRIANNA,20
2012,FEMALE,HISPANIC,AILEEN,27
2012,FEMALE,HISPANIC,ALANA,18
2012,FEMALE,HISPANIC,ALANI,14
2012,FEMALE,HISPANIC,ALEJANDRA,14
2012,FEMALE,HISPANIC,ALESSANDRA,17
2012,FEMALE,HISPANIC,ALEXA,66
2012,FEMALE,HISPANIC,ALEXANDRA,41
2012,FEMALE,HISPANIC,ALEXIA,12
2012,FEMALE,HISPANIC,ALICE,22
2012,FEMALE,HISPANIC,ALICIA,18
2012,FEMALE,HISPANIC,ALINA,18
2012,FEMALE,HISPANIC,ALISON,32
2012,FEMALE,HISPANIC,ALISSON,16
2012,FEMALE,HISPANIC,ALIYAH,17
2012,FEMALE,HISPANIC,ALLISON,86
2012,FEMALE,HISPANIC,ALLYSON,18
2012,FEMALE,HISPANIC,ALONDRA,17
2012,FEMALE,HISPANIC,ALYSSA,48
2012,FEMALE,HISPANIC,AMALIA,10
2012,FEMALE,HISPANIC,AMANDA,42
2012,FEMALE,HISPANIC,AMAYA,36
2012,FEMALE,HISPANIC,AMBER,25
2012,FEMALE,HISPANIC,AMBERLY,11
2012,FEMALE,HISPANIC,AMELIA,42
2012,FEMALE,HISPANIC,AMELIE,11
2012,FEMALE,HISPANIC,AMY,68
2012,FEMALE,HISPANIC,ANA,38
2012,FEMALE,HISPANIC,ANAIS,10
2012,FEMALE,HISPANIC,ANALIA,15
2012,FEMALE,HISPANIC,ANDREA,49
2012,FEMALE,HISPANIC,ANGELA,26
2012,FEMALE,HISPANIC,ANGELICA,19
2012,FEMALE,HISPANIC,ANGELINA,59
2012,FEMALE,HISPANIC,ANGELIQUE,26
2012,FEMALE,HISPANIC,ANGIE,20
2012,FEMALE,HISPANIC,ANIYAH,14
2012,FEMALE,HISPANIC,ANNA,10
2012,FEMALE,HISPANIC,APRIL,15
2012,FEMALE,HISPANIC,ARELY,12
2012,FEMALE,HISPANIC,ARIA,12
2012,FEMALE,HISPANIC,ARIANA,63
2012,FEMALE,HISPANIC,ARIANNA,77
2012,FEMALE,HISPANIC,ARIEL,16
2012,FEMALE,HISPANIC,ARIELLE,10
2012,FEMALE,HISPANIC,ASHLEY,159
2012,FEMALE,HISPANIC,ATHENA,17
2012,FEMALE,HISPANIC,AUBREY,26
2012,FEMALE,HISPANIC,AURORA,11
2012,FEMALE,HISPANIC,AVA,76
2012,FEMALE,HISPANIC,AVERY,17
2012,FEMALE,HISPANIC,AVRIL,11
2012,FEMALE,HISPANIC,AYLIN,20
2012,FEMALE,HISPANIC,BELLA,46
2012,FEMALE,HISPANIC,BIANCA,22
2012,FEMALE,HISPANIC,BRENDA,12
2012,FEMALE,HISPANIC,BRIANA,34
2012,FEMALE,HISPANIC,BRIANNA,105
2012,FEMALE,HISPANIC,BRIELLE,17
2012,FEMALE,HISPANIC,BRITNEY,15
2012,FEMALE,HISPANIC,BRITTANY,21
2012,FEMALE,HISPANIC,BRYANNA,16
2012,FEMALE,HISPANIC,CAMILA,161
2012,FEMALE,HISPANIC,CAMILLA,12
2012,FEMALE,HISPANIC,CARMEN,19
2012,FEMALE,HISPANIC,CAROLINA,13
2012,FEMALE,HISPANIC,CAROLINE,14
2012,FEMALE,HISPANIC,CATALINA,25
2012,FEMALE,HISPANIC,CATHERINE,15
2012,FEMALE,HISPANIC,CHARLOTTE,12
2012,FEMALE,HISPANIC,CHELSEA,45
2012,FEMALE,HISPANIC,CHLOE,57
2012,FEMALE,HISPANIC,CHRISTINA,10
2012,FEMALE,HISPANIC,CINDY,11
2012,FEMALE,HISPANIC,CRYSTAL,17
2012,FEMALE,HISPANIC,CYNTHIA,12
2012,FEMALE,HISPANIC,DAISY,25
2012,FEMALE,HISPANIC,DANA,14
2012,FEMALE,HISPANIC,DANIELA,60
2012,FEMALE,HISPANIC,DANIELLA,21
2012,FEMALE,HISPANIC,DANNA,32
2012,FEMALE,HISPANIC,DAYANA,29
2012,FEMALE,HISPANIC,DELILAH,25
2012,FEMALE,HISPANIC,DENISE,10
2012,FEMALE,HISPANIC,DESTINY,40
2012,FEMALE,HISPANIC,DIANA,42
2012,FEMALE,HISPANIC,DULCE,10
2012,FEMALE,HISPANIC,EILEEN,11
2012,FEMALE,HISPANIC,ELENA,28
2012,FEMALE,HISPANIC,ELIANA,34
2012,FEMALE,HISPANIC,ELIANNY,10
2012,FEMALE,HISPANIC,ELISA,11
2012,FEMALE,HISPANIC,ELIZABETH,69
2012,FEMALE,HISPANIC,ELLA,19
2012,FEMALE,HISPANIC,EMELY,71
2012,FEMALE,HISPANIC,EMILIA,18
2012,FEMALE,HISPANIC,EMILY,186
2012,FEMALE,HISPANIC,EMMA,125
2012,FEMALE,HISPANIC,ERIKA,11
2012,FEMALE,HISPANIC,ESMERALDA,24
